CodigoNave,Viaje,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada
JING,4,KR,BSAN,PE,CLLO,2024-02-17,2024-03-26
JING,4,PE,CLLO,KR,BSAN,2024-03-27,2024-05-04
JULI,517,PT,LXOS,PE,CLLO,2024-04-08,2024-05-24
KOKIS,69,KR,BSAN,PE,CLLO,2023-12-26,2024-02-02
KOKIS,69,PE,CLLO,KR,BSAN,2024-02-03,2024-03-12
KOLA,3,TW,KHIG,PE,CLLO,2023-01-09,2023-02-10
KOLA,1,CN,SNGI,PE,CLLO,2022-08-28,2022-09-23
KOLA,2,CN,NNGO,PE,CLLO,2022-11-03,2022-12-07
KOLA,2,TW,KHIG,CN,NNGO,2022-11-01,2022-11-03
KOLA,2,CN,SNGI,PE,CLLO,2022-11-09,2022-12-07
KOLA,4,CN,SNGI,PE,CLLO,2023-03-26,2023-04-24
KOLA,4,TW,KHIG,CN,SNGI,2023-03-19,2023-03-24
KOLA,5,CN,SNGI,PE,CLLO,2023-07-04,2023-07-07
KOLAM,57,CN,SNGI,PE,CLLO,2022-08-15,2022-09-09
KOLAM,57,TW,KHIG,CN,SNGI,2022-08-10,2022-08-15
KOLAM,58,TW,KLUG,PE,CLLO,2022-10-06,2022-11-18
KOLAM,59,CN,SNGI,PE,CLLO,2023-01-02,2023-01-27
KOLAM,59,TW,KHIG,CN,SNGI,2022-12-25,2023-01-02
KOLAM,58,CN,SNZN,HK,HGKG,2022-10-19,2022-10-20
KOLAM,58,HK,HGKG,PE,CLLO,2022-10-20,2022-11-18
KOLAM,58,TW,KHIG,CN,SNZN,2022-10-16,2022-10-19
KOLAM,59,CR,SJOE,PE,CLLO,2023-01-20,2023-01-28
KOLAM,59,PE,CLLO,CR,SJOE,2023-01-29,2023-02-20
KOLAY,37,TW,KHIG,PE,CLLO,2023-05-08,2023-06-16
KOLAY,38,CN,SNGI,PE,CLLO,2023-07-27,2023-08-26
KOLE,1,TW,KHIG,PE,CLLO,2023-09-25,2023-11-03
KOTLEG,2,KR,BSAN,PE,CLLO,2024-01-09,2024-02-16
KOTLEG,2,PE,CLLO,KR,BSAN,2024-02-17,2024-03-26
KOTLOC,3,CN,NNGO,PE,CLLO,2022-10-15,2022-11-11
KOTLOC,3,CN,SNZN,CN,NNGO,2022-10-12,2022-10-15
KOTLOC,3,HK,HGKG,CN,SNZN,2022-10-12,2022-10-12
LEETO,587,US,NWAK,PE,CLLO,2024-04-12,2024-04-27
LEETO,588,CO,BVEA,PE,CLLO,2024-05-02,2024-05-08
LEETO,588,PE,CLLO,CO,BVEA,2024-05-11,2024-05-16
LEETO,588,CO,BVEA,PE,CLLO,2024-05-04,2024-05-08
LIESS,3126,CL,VARO,PE,CLLO,2022-07-27,2022-07-30
LIESS,3126,PA,MANO,PE,CLLO,2022-07-17,2022-07-21
LIESS,3134,BE,AWEP,PE,CLLO,2022-08-26,2022-09-15
LIESS,4114,BE,AWEP,PE,CLLO,2023-04-10,2023-04-28
LIESS,4122,AR,BSAS,PE,CLLO,2023-06-29,2023-07-02
LIESS,414,DE,HBUG,GT,GALY,2023-06-06,2023-06-13
LIESS,414,PA,MANO,PE,CLLO,2023-04-28,2023-05-06
LIESS,414,PA,CLON1,DE,HBUG,2023-05-22,2023-06-06
LIESS,414,PE,CLLO,PA,CLON1,2023-05-07,2023-05-21
LIESS,414,CL,VARO,PE,CLLO,2023-04-17,2023-04-26
LIESS,414,PE,CLLO,CL,VARO,2023-04-28,2023-05-01
LIESS,4146,DE,HBUG,PA,MANO,2023-11-13,2023-12-03
LIESS,4146,PA,MANO,PE,CLLO,2023-12-03,2023-12-07
LIESS,502,CL,VARO,PE,CLLO,2024-02-07,2024-02-10
LIESS,5118,CL,VARO,PE,CLLO,2024-05-28,2024-06-01
LIESS,5118,PA,MANO,PE,CLLO,2024-05-18,2024-05-23
LIESS,518,ES,BELA,PE,CLLO,2024-05-12,2024-06-02
LIESS,518,PE,CLLO,ES,BELA,2024-06-03,2024-07-01
LIESS,1438,AR,BSAS,CL,VARO,2023-10-07,2023-10-17
LIESS,1438,CL,VARO,PE,CLLO,2023-10-18,2023-10-21
LIESS,3142,CL,VARO,PE,CLLO,2022-11-16,2022-11-19
LIESS,3142,AR,BSAS,NL,RERM,2022-10-08,2022-10-13
LIESS,3142,NL,RERM,PE,CLLO,2022-10-13,2022-11-11
LIESS,3150,CL,VARO,PE,CLLO,2023-01-11,2023-01-14
LIESS,406,NL,RERM,PE,CLLO,2023-02-08,2023-03-02
LIESS,4106,CL,VARO,PE,CLLO,2023-03-10,2023-03-13
LIESS,4114,CL,VARO,PE,CLLO,2023-05-03,2023-05-06
LIESS,4122,CL,VARO,PE,CLLO,2023-06-28,2023-07-01
LIESS,4130,AR,BSAS,CL,VARO,2023-08-13,2023-08-22
LIESS,4130,CL,VARO,PE,CLLO,2023-08-23,2023-08-26
LIESS,4130,DE,HBUG,PE,CLLO,2023-07-29,2023-08-26
LIESS,4130,PE,CLLO,DE,HBUG,2023-08-27,2023-09-24
LIESS,414,NL,RERM,PE,CLLO,2023-04-05,2023-04-27
LIESS,422,NL,RERM,PE,CLLO,2023-05-31,2023-06-22
LIESS,422,PA,BLBA,PE,CLLO,2023-06-28,2023-07-01
LIESS,422,PA,CLON1,PA,BLBA,2023-07-08,2023-07-09
LIESS,422,PE,CLLO,PA,CLON1,2023-07-04,2023-07-08
LIESS,430,NL,RERM,PE,CLLO,2023-07-26,2023-08-17
LIESS,438,CL,VARO,PE,CLLO,2023-10-08,2023-10-12
LIESS,438,PE,CLLO,CL,VARO,2023-10-13,2023-10-17
LIESS,446,CL,VARO,PE,CLLO,2023-12-03,2023-12-07
LIESS,446,PE,CLLO,CL,VARO,2023-12-08,2023-12-12
LIESS,502,ES,VENA2,PE,CLLO,2024-01-17,2024-02-10
LIESS,502,PE,CLLO,ES,VENA2,2024-02-11,2024-03-06
LIESS,502,CL,VARO,PE,CLLO,2024-01-28,2024-02-01
LIESS,502,PE,CLLO,CL,VARO,2024-02-02,2024-02-06
LIESS,510,CL,VARO,PE,CLLO,2024-03-24,2024-03-28
LIESS,510,PE,CLLO,CL,VARO,2024-03-29,2024-04-02
LIESS,518,CL,VARO,PE,CLLO,2024-05-19,2024-05-23
LIESS,518,PE,CLLO,CL,VARO,2024-05-24,2024-05-28
LIESS,526,CL,VARO,PE,CLLO,2024-07-14,2024-07-18
LIESS,526,PE,CLLO,CL,VARO,2024-07-19,2024-07-23
LIESS,342,DE,HBUG,PE,CLLO,2022-11-16,2022-11-19
LIESS,342,PE,CLLO,DE,HBUG,2022-11-20,2022-12-14
LIESS,430,CL,VARO,PE,CLLO,2023-08-11,2023-08-16
LIESS,430,PE,CLLO,CL,VARO,2023-08-17,2023-08-22
LIESS,870,NL,RERM,ES,BELA,2022-10-15,2022-10-23
LIESS,870,PA,MANO,PE,CLLO,2022-09-19,2022-09-24
LIESS,870,PE,CLLO,NL,RERM,2022-09-25,2022-10-14
LIESS,854,PA,MANO,PE,CLLO,2022-07-27,2022-07-31
LIESS,854,PE,CLLO,NL,RERM,2022-08-01,2022-08-19
LIESS,854,PE,CLLO,BE,AWEP,2022-07-31,2022-09-06
LIMR,143,US,PERS,PE,CLLO,2024-05-01,2024-05-10
LISB,409,MX,MANO1,PE,CLLO,2023-03-22,2023-03-30
MACHO,261,BR,SNTS,PE,CLLO,2022-12-22,2023-01-08
MACHO,260,BR,SNTS,PE,CLLO,2022-11-02,2022-11-20
MACHO,262,BR,SNTS,PE,CLLO,2023-02-09,2023-02-26
MACHO,263,BR,SNTS,PE,CLLO,2023-03-29,2023-04-15
MACHO,264,BR,SNTS,PE,CLLO,2023-05-19,2023-06-06
MACHO,265,BR,SNTS,PE,CLLO,2023-06-06,2023-07-23
MACHO,266,BR,SNTS,PE,CLLO,2023-08-24,2023-09-11
MACHO,267,BR,SNTS,PE,CLLO,2023-10-12,2023-10-29
MACHO,267,AR,BSAS,PE,CLLO,2023-09-22,2023-10-29
MACHO,267,PE,CLLO,AR,BSAS,2023-10-30,2023-12-06
MACHO,268,BR,SNTS,PE,CLLO,2023-11-30,2023-12-14
MACHO,270,AR,BSAS,PE,CLLO,2024-02-15,2024-03-24
MACHO,270,PE,CLLO,AR,BSAS,2024-03-27,2024-05-02
MACHO,259,AR,BSAS,PE,CLLO,2022-09-10,2022-10-02
MACHO,259,PE,CLLO,AR,BSAS,2022-10-03,2022-10-20
MAES,1413,ES,VENA2,PE,CLLO,2023-10-12,2023-11-21
MAESAR,1410,AU,SDNY,PE,CLLO,2023-06-09,2023-07-25
MAESAR,1410,PE,CLLO,AU,SDNY,2023-07-25,2023-08-20
MAINE,155,US,PERS,PE,CLLO,2022-12-26,2023-01-08
MAINE,155,EC,GAQL,PE,CLLO,2023-01-03,2023-01-07
MAINE,155,PE,CLLO,EC,GAQL,2023-01-08,2023-01-12
MAINE,156,EC,GAQL,PE,CLLO,2023-03-15,2023-03-27
MAINE,156,PE,CLLO,EC,GAQL,2023-03-29,2023-03-31
MAINE,156,US,PERS,PE,CLLO,2023-02-07,2023-02-19
MAINE,157,US,PERS,PE,CLLO,2023-03-14,2023-03-26
MAINE,159,EC,GAQL,PE,CLLO,2023-05-25,2023-05-28
MAINE,159,PE,CLLO,EC,GAQL,2023-05-30,2023-05-31
MAINE,160,US,PERS,PE,CLLO,2023-06-15,2023-06-28
MAINE,163,US,PERS,PE,CLLO,2023-09-08,2023-09-19
MAINE,164,US,PERS,PE,CLLO,2023-10-07,2023-10-21
MAINE,167,US,PERS,PE,CLLO,2024-01-10,2024-01-21
MAINE,168,US,PERS,PE,CLLO,2024-01-23,2024-02-05
MAINE,168,EC,GAQL,PE,CLLO,2024-02-15,2024-02-19
MAINE,168,PE,CLLO,EC,GAQL,2024-02-23,2024-02-25
MAINE,169,US,PERS,PE,CLLO,2024-03-07,2024-03-21
MAINE,153,US,PERS,PE,CLLO,2022-10-25,2022-11-06
MAINE,158,EC,GAQL,PE,CLLO,2023-04-24,2023-04-26
MAINE,158,PE,CLLO,EC,GAQL,2023-04-28,2023-04-30
MAINE,160,EC,GAQL,PE,CLLO,2023-06-26,2023-06-28
MAINE,160,PE,CLLO,EC,GAQL,2023-06-30,2023-07-02
MAINE,161,EC,GAQL,PE,CLLO,2023-07-22,2023-07-24
MAINE,161,PE,CLLO,EC,GAQL,2023-07-26,2023-07-28
MAINE,163,EC,GAQL,PE,CLLO,2023-09-16,2023-09-18
MAINE,163,PE,CLLO,EC,GAQL,2023-09-20,2023-09-22
MAINE,163,EC,GAQL,PE,CLLO,2023-09-16,2023-09-20
MAINE,163,PE,CLLO,EC,GAQL,2023-09-22,2023-09-24
MAINE,167,PE,CLLO,US,MMIL,2024-01-22,2024-02-05
MAINE,167,US,MMIL,PE,CLLO,2024-01-08,2024-01-21
MAINE,168,PE,CLLO,US,PERS,2024-02-22,2024-03-04
MAINE,168,US,PERS,PE,CLLO,2024-02-08,2024-02-20
MAINE,169,EC,GAQL,US,PERS,2024-03-27,2024-04-03
MAINE,169,PE,CLLO,EC,GAQL,2024-03-24,2024-03-26
MAINE,169,US,PERS,PE,CLLO,2024-03-05,2024-03-22
MAINE,170,PE,CLLO,US,PERS,2024-04-18,2024-05-02
MAINE,170,US,PERS,PE,CLLO,2024-04-03,2024-04-16
MAINE,171,PE,CLLO,US,PERS,2024-05-21,2024-05-31
MAINE,171,US,PERS,PE,CLLO,2024-05-07,2024-05-19
MAINE,152,US,PERS,PE,CLLO,2022-09-20,2022-10-05
MAINE,153,EC,GAQL,PE,CLLO,2022-11-03,2022-11-07
MAINE,153,PE,CLLO,EC,GAQL,2022-11-08,2022-11-11
MAINE,154,US,PERS,PE,CLLO,2022-11-22,2022-12-10
MAINE,156,EC,GAQL,PE,CLLO,2023-02-17,2023-02-20
MAINE,156,PE,CLLO,EC,GAQL,2023-02-24,2023-02-26
MAIRA,408,US,MMIL,PE,CLLO,2023-02-19,2023-03-08
MANHA,8,CN,SNGI,KR,BSAN,2022-09-15,2022-09-18
MANHA,8,HK,HGKG,CN,SNGI,2022-09-14,2022-09-15
MANHA,8,KR,BSAN,PE,CLLO,2022-09-18,2022-10-15
MANHA,7,CN,WHAN,PE,CLLO,2022-07-09,2022-08-12
MANHA,8,TW,KHIG,PE,CLLO,2022-09-12,2022-10-15
MANHA,137,NI,CINO,PE,CLLO,2023-02-14,2023-02-21
MANHA,137,PE,CLLO,NI,CINO,2023-02-22,2023-02-28
MANHA,1007,HK,HGKG,PE,CLLO,2022-07-13,2022-08-12
MARY,1413,CN,SNZN,PE,CLLO,2023-11-10,2023-12-19
MASE,1413,ES,VENA2,PA,BLBA,2023-10-12,2023-11-08
MASE,1413,PA,BLBA,PE,CLLO,2023-11-08,2023-11-14
MASE,1413,ES,VENA2,PE,CLLO,2023-10-12,2023-11-21
MASEM,1410,AU,SDNY,PE,CLLO,2023-06-11,2023-07-09
MASEM,1410,PE,CLLO,AU,SDNY,2023-07-10,2023-08-06
MBIL,412,CN,SNGI,PE,CLLO,2023-03-25,2023-04-21
MERBE,1310,ES,BELA,PE,CLLO,2022-07-05,2022-07-24
MERBE,1310,IT,VLIE,PE,CLLO,2022-07-03,2022-07-24
MERBE,1310,ES,VENA2,PE,CLLO,2022-07-06,2022-07-24
MNLOA,132,CL,SNTO,PE,CLLO,2023-10-19,2023-10-25
MNLOA,132,PE,CLLO,US,NYOK,2023-10-26,2023-11-09
MNLOA,132,US,NYOK,PE,CLLO,2023-10-11,2023-10-25
MOGEN,2206,CN,QGDO,PE,CLLO,2022-08-15,2022-09-17
MOGUA,18,KR,BSAN,PE,CLLO,2023-01-30,2023-03-14
MOGUA,18,PE,CLLO,KR,BSAN,2023-03-15,2023-04-30
MOGUA,20,HK,HGKG,PE,CLLO,2023-06-29,2023-08-01
MOGUA,20,KR,BSAN,PE,CLLO,2023-08-01,2023-08-02
MOGUA,20,PE,CLLO,KR,BSAN,2023-08-03,2023-09-16
MOGUA,407,CN,SNGI,PE,CLLO,2023-02-17,2023-03-15
MOGUA,417,HK,HGKG,PE,CLLO,2023-04-21,2023-05-23
MOGUA,437,HK,HGKG,PE,CLLO,2023-09-08,2023-10-10
MOGUA,19,HK,HGKG,MX,MANO1,2023-04-20,2023-05-13
MOGUA,19,MX,MANO1,PE,CLLO,2023-05-14,2023-05-23
MOGUA,20,KR,BSAN,PE,CLLO,2023-06-18,2023-08-01
MOGUA,20,PE,CLLO,KR,BSAN,2023-08-02,2023-09-15
MOGUA,417,KR,BSAN,PE,CLLO,2023-04-07,2023-05-23
MOGUA,417,PE,CLLO,KR,BSAN,2023-05-24,2023-07-09
MOLADV,4409,CN,QGDO,PE,CLLO,2023-01-16,2023-02-19
MOLGAR,4311,CN,QGDO,PE,CLLO,2023-01-09,2023-02-12
MOLGEN,9009,CN,XGAG,PE,CLLO,2023-12-09,2024-01-26
MOLGEN,4504,CN,QGDO,PE,CLLO,2023-01-23,2023-02-25
MOLI,19,CN,NNGO,PE,CLLO,2023-07-19,2023-08-15
MOLI,429,CN,SNGI,MX,MANO1,2023-07-21,2023-08-07
MOLI,429,HK,HGKG,CN,SNGI,2023-07-15,2023-07-20
MOLI,429,MX,MANO1,PE,CLLO,2023-08-07,2023-08-15
MOLP,140,CN,NNGO,PE,CLLO,2024-03-10,2024-04-06
MOLP,1407,CN,SNGI,PE,CLLO,2024-03-09,2024-04-07
MOLP,1407,TW,KLUG,CN,SNGI,2024-03-03,2024-03-09
MOLP,1507,CN,SNGI,PE,CLLO,2024-05-25,2024-06-23
MOLP,1507,TW,KLUG,CN,SNGI,2024-05-19,2024-05-25
MOLP,307,CN,NNGO,KR,BSAN,2023-12-24,2023-12-26
MOLP,307,CN,SNZN,CN,NNGO,2023-12-19,2023-12-24
MOLP,307,KR,BSAN,MX,MANO1,2023-12-26,2024-01-14
MOLP,307,MX,MANO1,PE,CLLO,2024-01-14,2024-01-21
MOLPRE,1022,CN,JNGN1,TW,KLUG,2023-08-23,2023-08-27
MOLPRE,1022,CN,SNGI,KR,BSAN,2023-09-04,2023-09-07
MOLPRE,1022,CN,XAMN,CN,SNGI,2023-08-31,2023-09-03
MOLPRE,1022,HK,HGKG,CN,XAMN,2023-08-29,2023-08-31
MOLPRE,1022,KR,BSAN,PE,CLLO,2023-09-07,2023-10-01
MOLPRE,1022,TW,KLUG,HK,HGKG,2023-08-27,2023-08-28
MOLPRE,1402,CN,SNGI,KR,BSAN,2024-02-06,2024-02-08
MOLPRE,1402,HK,HGKG,CN,SNGI,2024-01-31,2024-02-05
MOLPRE,1402,KR,BSAN,PE,CLLO,2024-02-10,2024-03-03
MOLPRE,1402,TW,KLUG,HK,HGKG,2024-01-28,2024-01-30
MOLPRE,402,CN,NNGO,PE,CLLO,2024-02-08,2024-03-03
MOLPRE,402,US,LBEH,PE,CLLO,2024-02-02,2024-03-03
MOLPRE,902,CN,NNGO,PE,CLLO,2023-01-18,2023-02-12
MOLPRE,902,CN,SNGI,CN,NNGO,2023-01-16,2023-01-18
MOLPRE,902,CN,SNZN,KR,BSAN,2023-01-10,2023-01-16
MOLPRE,902,HK,HGKG,CN,SNZN,2023-01-09,2023-01-10
MOLPRE,902,KR,BSAN,CN,SNGI,2023-01-16,2023-01-16
MOLPRE,902,TW,KLUG,HK,HGKG,2023-01-08,2023-01-09
MOLPRE,1002,CN,NNGO,KR,BSAN,2023-04-06,2023-04-08
MOLPRE,1002,CN,XAMN,CN,NNGO,2023-03-30,2023-04-04
MOLPRE,1002,HK,HGKG,TW,KLUG,2023-03-16,2023-03-23
MOLPRE,1002,KR,BSAN,PE,CLLO,2023-04-08,2023-05-02
MOLPRE,1002,TW,KLUG,CN,XAMN,2023-03-25,2023-03-28
MOLPRE,1002,CN,SNZN,PE,CLLO,2023-03-29,2023-05-02
MOLPRE,1102,CN,SNGI,KR,BSAN,2023-06-20,2023-06-20
MOLPRE,1102,CN,SNZN,CN,SNGI,2023-06-13,2023-06-19
MOLPRE,1102,HK,HGKG,CN,SNZN,2023-06-12,2023-06-12
MOLPRE,1102,KR,BSAN,PE,CLLO,2023-06-20,2023-07-16
MOLPRE,1102,TW,KLUG,HK,HGKG,2023-06-10,2023-06-11
MOLPRE,1302,CN,SNZN,JP,YOHA,2023-11-15,2023-11-17
MOLPRE,1302,HK,HGKG,CN,SNZN,2023-11-14,2023-11-15
MOLPRE,1302,JP,YOHA,KR,BSAN,2023-11-17,2023-11-21
MOLPRE,1302,KR,BSAN,MX,MANO1,2023-11-21,2023-12-10
MOLPRE,1302,MX,MANO1,PE,CLLO,2023-12-10,2023-12-17
MOLPRE,1302,TW,KLUG,HK,HGKG,2023-11-12,2023-11-13
MOLPRE,402,CN,NNGO,PE,CLLO,2024-02-04,2024-03-03
MOLPRE,902,MX,MANO1,PE,CLLO,2023-02-20,2023-02-25
MOLPRE,902,PE,CLLO,MX,MANO1,2023-02-26,2023-03-05
MOLPRE,1102,MX,MANO1,PE,CLLO,2023-07-29,2023-07-30
MOLPRE,1102,PE,CLLO,MX,MANO1,2023-07-31,2023-08-10
MOLPRE,1502,CN,NNGO,PE,CLLO,2024-04-22,2024-05-19
MOLPRE,1502,CN,XAMN,CN,NNGO,2024-04-17,2024-04-21
MOLPRE,1502,HK,HGKG,CN,XAMN,2024-04-15,2024-04-16
MOLPRE,1502,TW,KLUG,HK,HGKG,2024-04-13,2024-04-14
MOLPRI,1107,CN,JNGN1,HK,HGKG,2023-07-07,2023-07-15
MOLPRI,1107,CN,QGDO,PE,CLLO,2023-07-19,2023-08-19
MOLPRI,1107,CN,WHAN,CN,JNGN1,2023-07-06,2023-07-07
MOLPRI,1107,HK,HGKG,TW,KHIG,2023-07-17,2023-07-17
MOLPRI,1107,TW,KHIG,CN,QGDO,2023-07-18,2023-07-19
MOLPRI,807,CN,QGDO,KR,BSAN,2022-11-29,2022-12-05
MOLPRI,807,HK,HGKG,CN,QGDO,2022-11-28,2022-11-29
MOLPRI,807,KR,BSAN,PE,CLLO,2022-12-06,2023-01-06
MOLPRI,807,TW,KLUG,HK,HGKG,2022-11-27,2022-11-28
MOLPRI,907,TW,KLUG,PE,CLLO,2023-02-11,2023-03-18
MOLPRI,207,CN,NNGO,PE,CLLO,2023-10-08,2023-11-05
MOLPRI,907,HK,HGKG,PE,CLLO,2023-02-13,2023-03-19
MOLPRI,907,MX,MANO1,PE,CLLO,2023-03-22,2023-03-31
MOLPRI,907,PE,CLLO,MX,MANO1,2023-04-02,2023-04-10
MOLPRI,907,PE,CLLO,US,LELA,2023-04-02,2023-04-15
MOLPRI,907,US,LELA,PE,CLLO,2023-03-17,2023-03-31
MONA,517,PT,LXOS,PE,CLLO,2024-04-08,2024-05-16
MONCA,32,PA,BLBA,PE,CLLO,2022-11-22,2022-11-27
MONCA,33,PA,BLBA,PE,CLLO,2022-12-14,2022-12-18
MONCA,33,TW,KHIG,PA,BLBA,2022-11-09,2022-12-14
MONCA,37,TW,KHIG,PE,CLLO,2023-02-01,2023-03-12
MONCA,37,PA,BLBA,PE,CLLO,2023-03-19,2023-03-22
MONCA,37,PE,CLLO,PA,BLBA,2023-03-23,2023-03-27
MONCA,38,CL,VARO,PE,CLLO,2023-03-26,2023-04-02
MONCA,38,PE,CLLO,CL,VARO,2023-04-03,2023-04-09
MONCA,39,PA,BLBA,PE,CLLO,2023-04-28,2023-05-03
MONCA,39,PE,CLLO,PA,BLBA,2023-05-04,2023-05-09
MONCA,42,PA,BLBA,PE,CLLO,2023-08-01,2023-08-08
MONCA,25,PE,CLLO,CO,BVEA,2022-07-14,2022-07-19
MONCA,25,US,SPEO,PE,CLLO,2022-06-14,2022-07-12
MONCA,29,CO,BVEA,PE,CLLO,2022-10-01,2022-10-05
MONCA,29,PE,CLLO,CO,BVEA,2022-10-06,2022-10-10
MONCA,33,PA,BLBA,PE,CLLO,2022-12-18,2022-12-22
MONCA,34,PA,BLBA,PE,CLLO,2023-01-08,2023-01-12
MONCA,35,PA,BLBA,PE,CLLO,2023-01-25,2023-01-29
MONCA,36,PA,BLBA,PE,CLLO,2023-02-24,2023-03-01
MONCA,36,PE,CLLO,PA,BLBA,2023-03-02,2023-03-07
MONCA,36,CL,VARO,PE,CLLO,2023-02-15,2023-02-19
MONCA,36,PE,CLLO,CL,VARO,2023-02-21,2023-02-25
MONCA,36,PA,BLBA,PE,CLLO,2023-02-15,2023-02-19
MONCA,37,CL,VARO,PE,CLLO,2023-03-06,2023-03-12
MONCA,37,PE,CLLO,CL,VARO,2023-03-13,2023-03-17
MONCA,37,CO,BVEA,PE,CLLO,2023-03-09,2023-03-13
MONCA,37,PA,BLBA,CO,BVEA,2023-03-08,2023-03-09
MONCA,38,PA,BLBA,PE,CLLO,2023-03-29,2023-04-02
MONCA,38,PA,BLBA,PE,CLLO,2023-04-07,2023-04-12
MONCA,38,PE,CLLO,PA,BLBA,2023-04-13,2023-04-18
MONCA,39,CL,VARO,PE,CLLO,2023-04-21,2023-04-23
MONCA,39,PE,CLLO,CL,VARO,2023-04-24,2023-04-26
MONCA,39,PA,BLBA,PE,CLLO,2023-04-19,2023-04-23
MONCA,40,CL,VARO,PE,CLLO,2023-05-07,2023-05-14
MONCA,40,PE,CLLO,CL,VARO,2023-05-15,2023-05-19
MONCA,40,CO,BVEA,PE,CLLO,2023-05-11,2023-05-14
MONCA,40,PA,BLBA,PE,CLLO,2023-05-09,2023-05-15
MONCA,40,PA,BLBA,PE,CLLO,2023-05-19,2023-05-24
MONCA,40,PE,CLLO,PA,BLBA,2023-05-25,2023-05-30
MONCA,41,PA,BLBA,PE,CLLO,2023-05-17,2023-05-23
MONCA,41,PE,CLLO,PA,BLBA,2023-05-24,2023-05-30
MONCA,41,CL,VARO,PE,CLLO,2023-06-21,2023-06-26
MONCA,41,PE,CLLO,CL,VARO,2023-06-26,2023-07-01
MONCA,41,PA,BLBA,PE,CLLO,2023-06-20,2023-06-26
MONCA,42,PA,BLBA,PE,CLLO,2023-06-29,2023-07-04
MONCA,42,PE,CLLO,PA,BLBA,2023-07-05,2023-07-10
MONCA,42,CL,VARO,PE,CLLO,2023-08-04,2023-08-08
MONCA,42,PE,CLLO,CL,VARO,2023-08-09,2023-08-13
MONCA,42,CO,BVEA,PE,CLLO,2023-07-01,2023-07-05
MONCA,42,PE,CLLO,CO,BVEA,2023-07-06,2023-07-11
MONCA,43,PA,BLBA,PE,CLLO,2023-08-10,2023-08-15
MONCA,43,PE,CLLO,PA,BLBA,2023-08-16,2023-08-21
MONCA,44,PA,BLBA,PE,CLLO,2023-09-21,2023-09-26
MONCA,44,PE,CLLO,PA,BLBA,2023-09-27,2023-10-02
MONCA,25,CA,MTRL,PE,CLLO,2022-06-22,2022-07-12
MONCA,25,PE,CLLO,PA,BLBA,2022-07-14,2022-07-19
MONCA,25,EC,GAQL,PE,CLLO,2022-07-08,2022-07-12
MONCA,25,PE,CLLO,NL,RERM,2022-07-14,2022-08-04
MONCA,26,PE,CLLO,US,NYOK,2022-08-03,2022-08-21
MONCA,26,US,NYOK,PE,CLLO,2022-07-10,2022-08-02
MONCA,26,CA,MTRL,PE,CLLO,2022-07-14,2022-08-04
MONCA,26,PE,CLLO,PA,BLBA,2022-08-04,2022-08-08
MONCA,26,PE,CLLO,CO,BVEA,2022-08-05,2022-08-10
MONCA,26,CO,BVEA,PE,CLLO,2022-07-21,2022-07-24
MONCA,26,PA,BLBA,CO,BVEA,2022-07-19,2022-07-21
MONCA,27,CA,MTRL,PE,CLLO,2022-07-14,2022-08-24
MONCA,27,PE,CLLO,PA,BLBA,2022-08-25,2022-08-30
MONCA,27,CA,MTRL,PE,CLLO,2022-08-14,2022-08-24
MONCA,27,PE,CLLO,US,NYOK,2022-08-25,2022-09-07
MONCA,28,CA,MTRL,PE,CLLO,2022-08-28,2022-09-14
MONCA,28,PE,CLLO,PA,BLBA,2022-09-15,2022-09-20
MONCA,28,CO,BVEA,PE,CLLO,2022-09-01,2022-09-04
MONCA,28,PA,CLON1,CO,BVEA,2022-08-30,2022-09-01
MONCA,28,CA,MTRL,PE,CLLO,2022-09-04,2022-09-14
MONCA,28,PE,CLLO,US,NYOK,2022-09-15,2022-09-29
MONCA,29,CA,MTRL,PE,CLLO,2022-09-17,2022-10-04
MONCA,29,PE,CLLO,PA,BLBA,2022-10-05,2022-10-10
MONCA,29,CO,BVEA,PE,CLLO,2022-09-22,2022-09-25
MONCA,29,PA,CLON1,CO,BVEA,2022-09-20,2022-09-22
MONCA,29,CA,MTRL,PE,CLLO,2022-09-25,2022-10-05
MONCA,29,PE,CLLO,US,NYOK,2022-10-06,2022-10-21
MONCA,30,CA,MTRL,PE,CLLO,2022-09-25,2022-10-26
MONCA,30,PE,CLLO,PA,BLBA,2022-10-27,2022-10-31
MONCA,30,CO,BVEA,PE,CLLO,2022-10-22,2022-10-26
MONCA,30,PE,CLLO,CO,BVEA,2022-10-27,2022-11-02
MONCA,31,CA,MTRL,PE,CLLO,2022-11-06,2022-11-16
MONCA,31,PE,CLLO,PA,BLBA,2022-11-16,2022-11-20
MONCA,31,CL,VARO,PE,CLLO,2022-10-31,2022-11-06
MONCA,31,PE,CLLO,CL,VARO,2022-11-07,2022-11-13
MONCA,31,CO,BVEA,PE,CLLO,2022-11-11,2022-11-15
MONCA,31,PE,CLLO,CO,BVEA,2022-11-17,2022-11-21
MONCA,32,CA,MTRL,PE,CLLO,2022-11-21,2022-12-07
MONCA,32,PE,CLLO,PA,BLBA,2022-12-08,2022-12-12
MONCA,33,CA,MTRL,PE,CLLO,2022-12-10,2022-12-28
MONCA,33,PE,CLLO,PA,BLBA,2022-12-29,2023-01-03
MONCA,34,CA,MTRL,PE,CLLO,2022-12-31,2023-01-18
