CodigoNave,Viaje,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada
CRISTA,5,PA,BLBA,PE,CLLO,2024-01-16,2024-01-22
CRISTA,6,PA,BLBA,PE,CLLO,2024-02-27,2024-03-04
CRISTA,7,PA,BLBA,PE,CLLO,2024-04-09,2024-04-15
CRISTA,7,PA,MANO,PA,BLBA,2024-04-07,2024-04-09
CRISTA,9,PA,BLBA,PE,CLLO,2024-05-14,2024-05-20
CRISTA,8,CL,VARO,PE,CLLO,2024-04-19,2024-04-22
CRISTA,1,PA,BLBA,PE,CLLO,2023-08-01,2023-08-07
CRISTA,1,PE,CLLO,CL,VARO,2023-08-07,2023-08-11
CRISTA,2,CL,VARO,PE,CLLO,2023-09-14,2023-09-17
CRISTA,2,PE,CLLO,CL,VARO,2023-09-18,2023-09-22
CRISTA,2,PA,MANO,PE,CLLO,2023-08-10,2023-08-15
CRISTA,2,PE,CLLO,PA,MANO,2023-08-16,2023-08-21
CRISTA,3,PA,BLBA,PE,CLLO,2023-09-18,2023-09-26
CRISTA,3,PE,CLLO,PA,BLBA,2023-09-27,2023-10-05
CRISTA,7,PA,BLBA,US,NWAK,2024-03-17,2024-03-25
CRISTA,7,PE,CLLO,PA,BLBA,2024-03-12,2024-03-17
CRISTA,7,US,NWAK,PE,CLLO,2024-03-01,2024-03-11
CRISTA,8,PA,BLBA,US,NWAK,2024-04-24,2024-05-06
CRISTA,8,PE,CLLO,PA,BLBA,2024-04-23,2024-04-28
CRISTA,8,US,NWAK,PE,CLLO,2024-04-08,2024-04-22
CRISTA,9,PA,BLBA,US,NWAK,2024-05-14,2024-05-28
CRISTA,9,PE,CLLO,PA,BLBA,2024-05-07,2024-05-13
CRISTA,9,US,NWAK,PE,CLLO,2024-04-22,2024-05-06
CRISTA,10,PA,BLBA,US,NWAK,2024-05-28,2024-06-11
CRISTA,10,PE,CLLO,PA,BLBA,2024-05-21,2024-05-27
CRISTA,10,US,NWAK,PE,CLLO,2024-05-06,2024-05-20
CRISTA,3,CO,BVEA,PE,CLLO,2023-10-25,2023-10-30
CRISTA,3,US,MMIL,CO,BVEA,2023-10-16,2023-10-23
CRISTA,43,PA,BLBA,PE,CLLO,2023-10-24,2023-10-30
CRISTA,45,CL,VARO,PE,CLLO,2023-11-05,2023-11-09
CRISTA,2,PA,BLBA,PE,CLLO,2023-09-12,2023-09-18
CSACO,129,US,PERS,PE,CLLO,2023-07-11,2023-07-22
CSACO,130,ES,BELA,PE,CLLO,2023-07-03,2023-08-03
CSACO,130,PE,CLLO,ES,BELA,2023-08-04,2023-09-04
CSACO,130,US,PERS,PE,CLLO,2023-08-22,2023-09-01
CSACO,130,BR,SNTS,PE,CLLO,2023-07-09,2023-08-04
CSACO,130,PE,CLLO,BR,SNTS,2023-08-05,2023-09-05
CSACO,131,BR,SNTS,PE,CLLO,2023-08-21,2023-09-18
CSACO,131,PE,CLLO,BR,SNTS,2023-09-19,2023-10-17
CSACO,132,ES,BELA,PE,CLLO,2023-09-22,2023-10-25
CSACO,132,PE,CLLO,ES,BELA,2023-10-26,2023-11-28
CSALON,136,CL,SICE,PE,CLLO,2023-07-12,2023-07-13
CSALON,136,PE,CLLO,CL,SICE,2023-07-17,2023-07-23
CSALON,1136,CO,BVEA,PE,CLLO,2024-04-06,2024-04-10
CSALON,1136,PE,CLLO,CO,BVEA,2024-04-11,2024-04-15
CSALON,135,CO,BVEA,PE,CLLO,2024-02-24,2024-02-28
CSALON,135,PE,CLLO,CO,BVEA,2024-02-29,2024-03-04
CSALON,136,US,PERS,PE,CLLO,2023-07-04,2023-07-15
CSALON,137,ES,BELA,PE,CLLO,2023-06-23,2023-07-26
CSALON,137,PE,CLLO,ES,BELA,2023-07-27,2023-08-29
CSALON,137,US,PERS,PE,CLLO,2023-08-15,2023-08-25
CSALON,138,BR,SNTS,ES,VENA2,2023-10-06,2023-10-09
CSALON,138,ES,VENA2,PE,CLLO,2023-08-05,2023-09-06
CSALON,138,PE,CLLO,BR,SNTS,2023-09-07,2023-10-05
CSALON,138,BR,SNTS,PE,CLLO,2023-08-09,2023-09-06
CSALON,138,PE,CLLO,BR,SNTS,2023-09-09,2023-10-05
CSAVPU,1342,CN,NNGO,PE,CLLO,2022-10-23,2022-11-29
CSAVTR,343,CN,NNGO,PE,CLLO,2022-10-27,2022-11-25
CSIRO,339,PA,BLBA,PE,CLLO,2022-10-17,2022-10-22
CSIRO,339,PA,MANO,PA,BLBA,2022-10-17,2022-10-17
CSRA,125,US,PERS,PE,CLLO,2023-01-24,2023-02-03
CSRA,125,PE,CLLO,US,NYOK,2023-01-05,2023-01-19
CSRA,125,US,NYOK,PE,CLLO,2022-12-28,2023-01-04
CSRA,125,PE,CLLO,US,NYOK,2023-01-05,2023-01-05
CSRA,125,US,NYOK,PE,CLLO,2022-12-22,2023-01-04
CSRA,125,ES,BELA,PE,CLLO,2022-12-04,2023-01-04
CSRA,125,PE,CLLO,ES,BELA,2023-01-05,2023-02-06
CSRA,123,PA,MANO,PE,CLLO,2022-11-06,2022-11-11
CSRA,124,US,PERS,PE,CLLO,2022-12-13,2022-12-23
CSRA,127,US,PERS,PE,CLLO,2023-04-18,2023-04-29
CSRA,126,CO,BVEA,PE,CLLO,2023-02-12,2023-02-15
CSRA,126,PE,CLLO,CO,BVEA,2023-02-16,2023-02-19
CSRA,126,US,PERS,PE,CLLO,2023-03-07,2023-03-18
CSRA,128,PE,CLLO,US,NYOK,2023-05-11,2023-05-25
CSRA,128,US,NYOK,PE,CLLO,2023-04-26,2023-05-10
CSRA,123,US,PERS,PE,CLLO,2022-11-01,2022-11-11
CSRA,126,PE,CLLO,US,NYOK,2023-02-17,2023-02-28
CSRA,126,US,NYOK,PE,CLLO,2023-01-30,2023-02-13
CSRA,127,US,PERS,PE,CLLO,2023-04-18,2023-04-28
CSRA,127,PE,CLLO,US,NYOK,2023-03-30,2023-04-12
CSRA,127,US,NYOK,PE,CLLO,2023-03-15,2023-03-29
CSRA,128,ES,BELA,PE,CLLO,2023-04-15,2023-05-10
CSRA,128,PE,CLLO,ES,BELA,2023-05-11,2023-06-06
CSRA,128,BR,SNTS,PE,CLLO,2023-04-12,2023-05-10
CSRA,128,CO,BVEA,BR,SNTS,2023-05-17,2023-06-04
CSRA,128,PE,CLLO,CO,BVEA,2023-05-11,2023-05-16
CSRA,129,ES,BELA,PE,CLLO,2023-05-28,2023-06-21
CSRA,129,PE,CLLO,ES,BELA,2023-06-23,2023-07-23
CSRA,129,PE,CLLO,US,NYOK,2023-06-22,2023-07-06
CSRA,129,US,NYOK,PE,CLLO,2023-06-07,2023-06-21
CSRA,130,BR,SNTS,PE,CLLO,2023-07-07,2023-08-04
CSRA,130,PE,CLLO,BR,SNTS,2023-08-05,2023-09-02
CSRA,123,BR,SNTS,PE,CLLO,2022-09-28,2022-10-12
CSRA,123,PE,CLLO,BR,SNTS,2022-10-13,2022-10-28
CSRA,124,PE,CLLO,US,NYOK,2022-11-23,2022-12-08
CSRA,124,US,NYOK,PE,CLLO,2022-11-07,2022-11-22
CSRCA,1341,CN,NNGO,PE,CLLO,2022-10-16,2022-11-21
CSRIT,27,US,PERS,PE,CLLO,2022-09-03,2022-09-13
CSRO,121,US,PERS,PE,CLLO,2022-08-09,2022-08-19
CSRO,122,PE,CLLO,US,NYOK,2022-09-01,2022-09-15
CSRO,122,US,NYOK,PE,CLLO,2022-08-14,2022-08-31
CSRO,121,PE,CLLO,US,NYOK,2022-07-20,2022-08-03
CSRO,121,US,NYOK,PE,CLLO,2022-07-03,2022-07-19
CSRO,121,PE,CLLO,CO,BVEA,2022-07-21,2022-07-25
CSRO,121,US,SPEO,PE,CLLO,2022-06-22,2022-07-20
CSRO,121,PE,CLLO,BR,SNTS,2022-07-20,2022-08-17
CSRU,129,US,PERS,PE,CLLO,2022-09-13,2022-09-23
CSRU,132,US,PERS,PE,CLLO,2023-01-17,2023-01-27
CSRU,132,PE,CLLO,US,NYOK,2022-12-28,2023-01-10
CSRU,132,US,NYOK,PE,CLLO,2022-12-13,2022-12-27
CSRU,132,PE,CLLO,US,NYOK,2022-12-27,2023-01-10
CSRU,132,US,NYOK,PE,CLLO,2022-12-12,2022-12-26
CSRU,132,CO,BVEA,PE,CLLO,2022-12-23,2022-12-28
CSRU,132,PE,CLLO,CO,BVEA,2022-12-29,2023-01-03
CSRU,130,US,PERS,PE,CLLO,2022-10-25,2022-11-04
CSRU,131,US,PERS,PE,CLLO,2022-12-06,2022-12-16
CSRU,135,US,PERS,PE,CLLO,2023-05-23,2023-06-03
CSRU,133,CO,BVEA,PE,CLLO,2023-02-05,2023-02-08
CSRU,133,PE,CLLO,CO,BVEA,2023-02-09,2023-02-12
CSRU,133,US,PERS,PE,CLLO,2023-02-28,2023-03-10
CSRU,135,PE,CLLO,US,NYOK,2023-05-03,2023-05-17
CSRU,135,US,NYOK,PE,CLLO,2023-04-18,2023-05-02
CSRU,136,PE,CLLO,US,NYOK,2023-06-15,2023-06-29
CSRU,136,US,NYOK,PE,CLLO,2023-05-31,2023-06-14
CSRU,134,PE,CLLO,US,NYOK,2023-03-23,2023-04-04
CSRU,134,US,NYOK,PE,CLLO,2023-03-09,2023-03-22
CSRU,134,US,PERS,PE,CLLO,2023-04-11,2023-04-22
CSRU,134,PE,CLLO,US,NYOK,2023-03-23,2023-04-05
CSRU,134,US,NYOK,PE,CLLO,2023-03-07,2023-03-21
CSRU,128,PE,CLLO,US,NYOK,2022-07-13,2022-07-27
CSRU,128,US,NYOK,PE,CLLO,2022-06-24,2022-07-12
CSRU,128,PE,CLLO,CO,BVEA,2022-07-16,2022-07-20
CSRU,128,US,SPEO,PE,CLLO,2022-06-14,2022-07-12
CSRU,131,PE,CLLO,US,NYOK,2022-11-17,2022-12-02
CSRU,131,US,NYOK,PE,CLLO,2022-11-11,2022-11-16
CSRU,133,CO,BVEA,PE,CLLO,2023-02-02,2023-02-08
CSRU,133,PE,CLLO,CO,BVEA,2023-02-09,2023-02-14
CSRU,135,CO,BVEA,PE,CLLO,2023-04-28,2023-05-03
CSRU,135,PE,CLLO,CO,BVEA,2023-05-04,2023-05-09
CSRU,137,CO,BVEA,PE,CLLO,2023-07-25,2023-07-26
CSRU,137,PE,CLLO,CO,BVEA,2023-07-27,2023-07-30
CSTR,516,PT,LXOS,PE,CLLO,2024-04-08,2024-05-18
CSTR,432,CN,CIWN,PE,CLLO,2023-08-05,2023-09-08
DAHE,194,CN,SNGI,PE,CLLO,2022-07-11,2022-08-05
DOST,31,EC,GAQL,PE,CLLO,2023-08-27,2023-08-30
DOST,31,PE,CLLO,EC,GAQL,2023-08-31,2023-09-03
DOST,33,EC,GAQL,PE,CLLO,2023-09-11,2023-09-13
DOST,33,PE,CLLO,EC,GAQL,2023-09-14,2023-09-16
DOST,35,EC,GAQL,PE,CLLO,2023-09-25,2023-09-27
DOST,35,PE,CLLO,EC,GAQL,2023-09-28,2023-09-30
DOST,36,EC,GAQL,PE,CLLO,2023-10-02,2023-10-04
DOST,36,PE,CLLO,EC,GAQL,2023-10-05,2023-10-07
DOST,37,EC,GAQL,PE,CLLO,2023-10-09,2023-10-11
DOST,37,PE,CLLO,EC,GAQL,2023-10-12,2023-10-14
DOST,38,EC,GAQL,PE,CLLO,2023-10-16,2023-10-18
DOST,38,PE,CLLO,EC,GAQL,2023-10-19,2023-10-21
DOST,39,EC,GAQL,PE,CLLO,2023-10-23,2023-10-25
DOST,39,PE,CLLO,EC,GAQL,2023-10-27,2023-10-29
DOST,40,EC,GAQL,PE,CLLO,2023-10-30,2023-11-02
DOST,40,PE,CLLO,EC,GAQL,2023-11-04,2023-11-06
DOST,44,EC,GAQL,PE,CLLO,2023-11-28,2023-11-30
DOST,44,PE,CLLO,EC,GAQL,2023-12-01,2023-12-03
DOST,46,EC,GAQL,PE,CLLO,2023-12-14,2023-12-15
DOST,46,PE,CLLO,EC,GAQL,2023-12-15,2023-12-17
DOST,3,EC,GAQL,PE,CLLO,2023-01-19,2023-01-25
DOST,3,PE,CLLO,EC,GAQL,2023-01-26,2023-01-29
DOST,32,EC,GAQL,PE,CLLO,2023-09-04,2023-09-06
DOST,32,PE,CLLO,EC,GAQL,2023-09-07,2023-09-09
DUESS,3130,CL,VARO,PE,CLLO,2022-08-24,2022-08-27
DUESS,3130,BE,AWEP,PE,CLLO,2022-07-29,2022-08-18
DUESS,3138,BE,AWEP,PE,CLLO,2022-09-23,2022-10-13
DUESS,4110,BE,AWEP,PE,CLLO,2023-03-15,2023-03-30
DUESS,4134,DE,HBUG,PE,CLLO,2023-08-22,2023-09-14
DUESS,450,CL,VARO,PE,CLLO,2024-01-10,2024-01-13
DUESS,3138,CL,VARO,PE,CLLO,2022-10-19,2022-10-22
DUESS,3138,PA,MANO,PE,CLLO,2022-10-09,2022-10-13
DUESS,3146,CL,VARO,PE,CLLO,2022-12-14,2022-12-17
DUESS,3146,NL,RERM,PA,MANO,2022-11-12,2022-12-03
DUESS,3146,PA,MANO,PE,CLLO,2022-12-04,2022-12-08
DUESS,330,ES,VENA2,PE,CLLO,2022-07-26,2022-08-18
DUESS,330,PE,CLLO,CL,VARO,2022-08-19,2022-08-24
DUESS,338,NI,MAGA,PE,CLLO,2022-09-27,2022-10-23
DUESS,338,PE,CLLO,NI,MAGA,2022-10-23,2022-11-18
DUESS,402,NL,RERM,PE,CLLO,2023-01-12,2023-02-02
DUESS,410,NL,RERM,PE,CLLO,2023-03-08,2023-03-30
DUESS,4102,CL,VARO,PE,CLLO,2023-02-08,2023-02-11
DUESS,4110,CL,VARO,PE,CLLO,2023-04-05,2023-04-08
DUESS,4118,CL,VARO,PE,CLLO,2023-05-31,2023-06-03
DUESS,4126,CL,VARO,PE,CLLO,2023-07-26,2023-07-30
DUESS,4126,PE,CLLO,CA,MTRL,2023-07-30,2023-08-19
DUESS,4126,NL,RERM,PE,CLLO,2023-06-24,2023-07-20
DUESS,4142,CL,VARO,PE,CLLO,2023-11-15,2023-11-18
DUESS,4142,PA,CLON1,PE,CLLO,2023-11-13,2023-11-18
DUESS,4142,PE,CLLO,PA,CLON1,2023-11-19,2023-11-24
DUESS,418,NL,RERM,PE,CLLO,2023-05-03,2023-05-25
DUESS,426,NL,RERM,PE,CLLO,2023-06-28,2023-07-20
DUESS,426,CL,VARO,PE,CLLO,2023-07-15,2023-07-19
DUESS,426,PE,CLLO,CL,VARO,2023-07-22,2023-07-26
DUESS,442,CL,VARO,PE,CLLO,2023-11-04,2023-11-09
DUESS,442,PE,CLLO,CL,VARO,2023-11-10,2023-11-14
DUESS,442,CL,VARO,PE,CLLO,2023-11-05,2023-11-09
DUESS,506,CL,VARO,PE,CLLO,2024-02-22,2024-02-29
DUESS,506,PE,CLLO,CL,VARO,2024-02-29,2024-03-04
DUESS,5106,CL,VARO,PE,CLLO,2024-02-25,2024-02-29
DUESS,5114,CL,VARO,PE,CLLO,2024-04-21,2024-04-25
DUESS,5114,PE,CLLO,CL,VARO,2024-04-26,2024-04-30
DUESS,522,CL,VARO,PE,CLLO,2024-06-16,2024-06-20
DUESS,522,PE,CLLO,CL,VARO,2024-06-21,2024-06-25
DUESS,3138,NL,RERM,PE,CLLO,2022-09-17,2022-10-14
DUESS,3385,CL,VARO,PE,CLLO,2022-10-06,2022-10-12
DUESS,3385,PE,CLLO,CL,VARO,2022-10-14,2022-10-20
DUESS,346,DE,HBUG,PE,CLLO,2022-12-14,2022-12-17
DUESS,346,PE,CLLO,DE,HBUG,2022-12-17,2023-01-10
DUESS,434,NL,RERM,PE,CLLO,2023-08-23,2023-09-17
DUESS,522,ES,BELA,PE,CLLO,2024-06-06,2024-06-29
DUESS,522,PE,CLLO,ES,BELA,2024-06-30,2024-07-25
DUESS,862,PA,MANO,PE,CLLO,2022-08-24,2022-08-27
DUESS,862,PE,CLLO,ES,VENA2,2022-08-28,2022-09-25
DUESS,862,PE,CLLO,NL,RERM,2022-08-29,2022-09-17
DUESS,4126,DE,HBUG,PE,CLLO,2023-07-28,2023-07-29
DUESS,4126,PE,CLLO,DE,HBUG,2023-07-30,2023-08-23
EAIS,161,AR,BSAS,PE,CLLO,2023-07-13,2023-08-20
EAIS,161,PE,CLLO,AR,BSAS,2023-08-21,2023-09-28
EAIS,163,BR,SNTS,PE,CLLO,2023-11-09,2023-11-22
EAIS,163,AR,BSAS,PE,CLLO,2023-10-19,2023-11-26
EAIS,163,PE,CLLO,AR,BSAS,2023-11-27,2024-01-04
ELQUI,1312,ES,BELA,ES,VENA2,2022-08-07,2022-08-12
ELQUI,1312,ES,VENA2,PE,CLLO,2022-08-12,2022-08-30
ELQUI,1312,IT,VLIE,ES,VENA2,2022-08-09,2022-08-12
ELQUI,1403,ES,VENA2,PE,CLLO,2023-04-13,2023-05-02
ELQUI,1414,ES,VENA2,PE,CLLO,2023-09-13,2023-10-04
ELQUI,1322,ES,BELA,ES,VENA2,2023-01-04,2023-01-05
ELQUI,1322,ES,VENA2,PE,CLLO,2023-01-06,2023-01-25
ELQUI,1322,IT,VLIE,ES,BELA,2023-01-02,2023-01-04
ELQUI,1403,ES,BELA,PE,CLLO,2023-01-09,2023-02-20
ELQUI,1403,PE,CLLO,ES,BELA,2023-02-21,2023-04-14
ELQUI,1409,ES,BELA,PE,CLLO,2023-04-21,2023-05-15
ELQUI,1409,PE,CLLO,ES,BELA,2023-05-16,2023-06-09
ELQUI,1317,ES,BELA,ES,VENA2,2022-10-22,2022-10-22
ELQUI,1317,ES,VENA2,PE,CLLO,2022-10-23,2022-11-11
ELQUI,1317,IT,VLIE,ES,BELA,2022-10-20,2022-10-22
ELQUI,1403,ES,BELA,ES,VENA2,2023-04-11,2023-04-12
ELQUI,1403,ES,VENA2,PE,CLLO,2023-04-12,2023-05-03
ELQUI,1403,IT,VLIE,ES,BELA,2023-04-09,2023-04-10
ELQUI,1403,ES,BELA,ES,VENA2,2023-03-25,2023-03-28
ELQUI,1403,ES,VENA2,PE,CLLO,2023-03-28,2023-04-18
ELQUI,1403,IT,VLIE,ES,BELA,2023-03-23,2023-03-25
ELQUI,1414,ES,VENA2,PE,CLLO,2023-07-14,2023-08-09
ELQUI,1414,PE,CLLO,ES,VENA2,2023-08-10,2023-09-05
ELQUI,1419,ES,BELA,ES,VENA2,2023-11-22,2023-11-23
ELQUI,1419,ES,VENA2,PE,CLLO,2023-11-23,2023-12-15
ELQUI,1419,IT,VLIE,ES,BELA,2023-11-17,2023-11-21
ELQUI,1322,ES,BELA,PE,CLLO,2022-11-01,2022-11-24
ELQUI,1322,PE,CLLO,ES,BELA,2022-11-25,2022-12-18
ELQUI,1409,ES,VENA2,PE,CLLO,2023-06-29,2023-07-20
ELQUI,1409,IT,VLIE,ES,VENA2,2023-06-25,2023-06-28
EMHY,1,PA,BLBA,PE,CLLO,2024-05-27,2024-06-03
EMHY,2,PA,BLBA,PE,CLLO,2024-06-12,2024-06-16
EMHY,88,CL,SNTO,PE,CLLO,2022-12-02,2022-12-05
EMHY,128,CO,BVEA,PE,CLLO,2023-03-16,2023-03-27
EMHY,128,PE,CLLO,CO,BVEA,2023-03-28,2023-04-02
EMHY,56,CL,SNTO,PE,CLLO,2022-08-11,2022-08-15
EMHY,56,PE,CLLO,CO,BVEA,2022-08-16,2022-08-21
EMHY,64,CL,SNTO,PE,CLLO,2022-09-10,2022-09-13
EMHY,64,PE,CLLO,CO,BVEA,2022-09-13,2022-09-18
EMHY,104,CO,BVEA,PE,CLLO,2023-01-25,2023-01-30
EMHY,104,PE,CLLO,CO,BVEA,2023-01-31,2023-02-05
EMMA,439,PT,LXOS,PE,CLLO,2023-09-26,2023-10-18
ERCA,29,PA,BLBA,PE,CLLO,2022-11-08,2022-11-13
ERCA,29,CO,BVEA,PE,CLLO,2022-11-10,2022-11-13
ERCA,29,PA,BLBA,CO,BVEA,2022-11-08,2022-11-10
ERCA,30,PA,BLBA,PE,CLLO,2022-11-30,2022-12-04
ERCA,31,PA,BLBA,PE,CLLO,2022-12-21,2022-12-26
ERCA,31,TW,KHIG,PA,BLBA,2022-11-17,2022-12-21
ERCA,34,CL,VARO,PE,CLLO,2023-02-20,2023-02-27
ERCA,34,PE,CLLO,CL,VARO,2023-03-01,2023-03-05
ERCA,35,CL,VARO,PE,CLLO,2023-03-12,2023-03-19
ERCA,35,PE,CLLO,CL,VARO,2023-03-20,2023-03-24
ERCA,35,CL,VARO,PE,CLLO,2023-03-24,2023-03-28
ERCA,35,PE,CLLO,PA,BLBA,2023-03-29,2023-04-03
ERCA,31,CO,BVEA,PE,CLLO,2022-12-22,2022-12-25
ERCA,31,PA,BLBA,PE,CLLO,2022-12-26,2022-12-31
ERCA,32,PA,BLBA,PE,CLLO,2023-01-16,2023-01-21
ERCA,33,CO,BVEA,PE,CLLO,2023-02-02,2023-02-05
ERCA,33,PA,BLBA,PE,CLLO,2023-02-01,2023-02-05
ERCA,34,CO,BVEA,PE,CLLO,2023-02-23,2023-02-26
ERCA,34,PA,BLBA,CO,BVEA,2023-02-22,2023-02-23
ERCA,35,PA,BLBA,PE,CLLO,2023-03-15,2023-03-19
ERCA,36,CL,VARO,PE,CLLO,2023-04-07,2023-04-09
ERCA,36,PE,CLLO,CL,VARO,2023-04-10,2023-04-12
ERCA,36,PA,BLBA,PE,CLLO,2023-04-05,2023-04-09
ERCA,36,PA,BLBA,PE,CLLO,2023-04-14,2023-04-19
ERCA,36,PE,CLLO,PA,BLBA,2023-04-20,2023-04-25
ERCA,37,PA,BLBA,PE,CLLO,2023-04-26,2023-04-30
ERCA,37,PA,BLBA,PE,CLLO,2023-05-05,2023-05-10
ERCA,37,PE,CLLO,PA,BLBA,2023-05-11,2023-05-16
ERCA,38,CL,VARO,PE,CLLO,2023-05-14,2023-05-21
ERCA,38,PE,CLLO,CL,VARO,2023-05-22,2023-05-26
ERCA,38,CO,BVEA,PE,CLLO,2023-05-18,2023-05-21
ERCA,26,CO,BVEA,PE,CLLO,2022-09-08,2022-09-11
ERCA,26,PA,BLBA,PA,CLON1,2022-09-06,2022-09-06
ERCA,26,PA,CLON1,CO,BVEA,2022-09-06,2022-09-08
ERCA,27,CO,BVEA,PE,CLLO,2022-09-29,2022-10-02
ERCA,27,PA,CLON1,CO,BVEA,2022-09-27,2022-09-29
ERCA,37,CL,VARO,PE,CLLO,2023-04-28,2023-04-30
ERCA,37,PE,CLLO,CL,VARO,2023-05-01,2023-05-05
ERCAL,34,PA,BLBA,PE,CLLO,2023-02-26,2023-03-08
ERCAL,34,PE,CLLO,PA,BLBA,2023-03-09,2023-03-13
ERCAL,35,PA,BLBA,PE,CLLO,2023-03-24,2023-03-29
ERCAL,35,PE,CLLO,PA,BLBA,2023-03-30,2023-04-03
ERCAL,37,TW,KHIG,PE,CLLO,2023-03-22,2023-04-30
ERCAL,27,CO,BVEA,PE,CLLO,2022-10-06,2022-10-12
ERCAL,27,PE,CLLO,CO,BVEA,2022-10-13,2022-10-19
ERCAL,33,PA,BLBA,PE,CLLO,2023-02-10,2023-02-15
ERCAL,33,PE,CLLO,PA,BLBA,2023-02-16,2023-02-21
ERCAL,33,CL,VARO,PE,CLLO,2023-02-01,2023-02-05
ERCAL,33,PE,CLLO,CL,VARO,2023-02-06,2023-02-10
ERCAL,34,CL,VARO,PE,CLLO,2023-02-20,2023-02-27
ERCAL,34,PE,CLLO,CL,VARO,2023-03-01,2023-03-05
ERCAL,34,CL,VARO,PE,CLLO,2023-02-22,2023-02-27
ERCAL,23,PE,CLLO,PA,BLBA,2022-07-20,2022-07-25
ERCAL,23,US,SPEO,PE,CLLO,2022-07-14,2022-07-19
ERCAL,24,CA,MTRL,PE,CLLO,2022-07-22,2022-08-09
ERCAL,24,PE,CLLO,PA,BLBA,2022-08-10,2022-08-15
ERCAL,24,PE,CLLO,GT,PQUL,2022-08-10,2022-08-19
ERCAL,24,PE,CLLO,US,NYOK,2022-08-10,2022-08-28
ERCAL,24,US,NYOK,PE,CLLO,2022-07-22,2022-08-09
ERCAL,25,CA,MTRL,PE,CLLO,2022-08-13,2022-08-31
ERCAL,25,PE,CLLO,PA,BLBA,2022-09-01,2022-09-06
ERCAL,25,CA,MTRL,PE,CLLO,2022-08-20,2022-08-31
ERCAL,25,PE,CLLO,US,NYOK,2022-09-01,2022-09-15
ERCAL,26,CA,MTRL,PE,CLLO,2022-09-03,2022-09-20
ERCAL,26,PE,CLLO,PA,BLBA,2022-09-21,2022-09-26
ERCAL,26,CA,MTRL,PE,CLLO,2022-09-11,2022-09-21
ERCAL,26,PE,CLLO,US,NYOK,2022-09-22,2022-10-07
ERCAL,27,CA,MTRL,PE,CLLO,2022-09-13,2022-10-12
ERCAL,27,PE,CLLO,PA,BLBA,2022-10-13,2022-10-17
ERCAL,27,CA,MTRL,PE,CLLO,2022-10-02,2022-10-12
ERCAL,27,PE,CLLO,US,NYOK,2022-10-13,2022-10-29
ERCAL,28,CA,MTRL,PE,CLLO,2022-10-03,2022-11-02
ERCAL,28,PE,CLLO,PA,BLBA,2022-11-03,2022-11-07
ERCAL,29,CA,MTRL,PE,CLLO,2022-11-05,2022-11-23
ERCAL,29,PE,CLLO,PA,BLBA,2022-11-24,2022-11-29
ERCAL,30,CA,MTRL,PE,CLLO,2022-11-27,2022-12-14
ERCAL,30,PE,CLLO,PA,BLBA,2022-12-15,2022-12-19
ERCAL,31,CA,MTRL,PE,CLLO,2022-12-18,2023-01-04
ERCAL,31,PE,CLLO,PA,BLBA,2023-01-05,2023-01-10
ERCAL,32,CA,MTRL,PE,CLLO,2023-01-07,2023-01-24
ERCAL,32,PE,CLLO,PA,BLBA,2023-01-25,2023-01-30
EULT,128,TW,KHIG,PE,CLLO,2023-07-05,2023-08-05
EULT,130,TW,KHIG,PE,CLLO,2023-12-13,2024-01-19
EULT,132,CN,JNGN1,PE,CLLO,2024-05-11,2024-06-15
EULT,129,MX,MANO1,PE,CLLO,2023-10-11,2023-10-19
EUNI,123,TW,KHIG,PE,CLLO,2023-11-08,2023-12-15
EVELIV,7,TW,KHIG,PE,CLLO,2024-04-15,2024-05-18
EVERF,106,TW,KHIG,PE,CLLO,2023-04-19,2023-05-20
EVERF,106,CR,SJOE,PE,CLLO,2023-05-18,2023-05-30
EVERF,106,GT,PQUL,CR,SJOE,2023-06-13,2023-06-14
EVERF,106,PE,CLLO,GT,PQUL,2023-05-31,2023-06-12
EVEU,196136,TW,KHIG,PE,CLLO,2024-02-05,2024-03-08
EVEU,137,CN,JNGN1,PE,CLLO,2024-05-05,2024-06-07
EVEULY,85,MX,MANO1,PE,CLLO,2023-10-18,2023-10-26
EVEUNI,134,TW,KHIG,PE,CLLO,2023-12-20,2024-01-26
EVEUNI,148129,CN,SNGI,PE,CLLO,2023-03-13,2023-04-10
EVEUNI,133,MX,MANO1,PE,CLLO,2023-10-25,2023-11-02
EVEURS,157096,HK,HGKG,PE,CLLO,2023-05-14,2023-06-16
EVEURS,147095,CN,SNGI,PE,CLLO,2023-03-06,2023-04-03
EVEURS,96,MX,MANO1,PE,CLLO,2023-06-07,2023-06-16
EVEUS,101,CN,NNGO,PE,CLLO,2022-10-29,2022-11-25
EVEUS,101,HK,HGKG,CN,NNGO,2022-10-27,2022-10-29
EVEUS,140102,CN,SNGI,PE,CLLO,2023-01-13,2023-02-10
EVEUS,102,CR,PCAA1,PE,CLLO,2023-02-14,2023-02-21
EVEUS,102,PE,CLLO,CR,PCAA1,2023-03-01,2023-03-13
EVUNI,91,CN,SNGI,PE,CLLO,2022-11-13,2022-12-09
EVUNI,93,HK,HGKG,PE,CLLO,2023-04-06,2023-05-05
EVUNI,93,TW,KHIG,HK,HGKG,2023-04-03,2023-04-05
